Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
22296542,"Addicted to You (Addicted, #1)",Krista Ritchie,"Ritchie, Krista",Becca Ritchie,,,3,3.89,,ebook,324,2014,2013,25/03/2016,25/03/2016,,,read,,,,1,,,0,,,,,
22296725,"Ricochet (Addicted, #1.5)",Krista Ritchie,"Ritchie, Krista",Becca Ritchie,,,3,4.15,K.B. Ritchie,ebook,260,2014,2013,25/03/2016,25/03/2016,,,read,,,,1,,,0,,,,,
9531458,"7 Things To Do Before You Die in Talgarth (Shades of Grey, #2)",Jasper Fforde,"Fforde, Jasper",,,,0,3.9,Hodder & Stoughton,Hardcover,,2018,,,18/01/2015,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
17849112,"World After (Penryn & the End of Days, #2)",Susan Ee,"Ee, Susan",,,,4,4.21,Skyscape,Kindle Edition,320,2013,2013,03/06/2015,03/06/2015,,,read,,,,1,,,0,,,,,
25446343,"Muse of Nightmares (Strange the Dreamer, #2)",Laini Taylor,"Taylor, Laini",,0316341711,9780316341714,0,3.88,"Little, Brown Books for Young Readers",Hardcover,528,2018,2018,,06/10/2015,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
24948069,"First Star I See Tonight (Chicago Stars, #8)",Susan Elizabeth Phillips,"Phillips, Susan Elizabeth",,,,4,4.01,,,384,2016,2016,20/03/2015,20/03/2015,,,read,,,,1,,,0,,,,,
13624367,"Checkmate (Neighbor from Hell, #3)",R.L. Mathewson,"Mathewson, R.L.",,,,4,4.15,,ebook,350,2012,2012,20/03/2015,20/03/2015,,,read,,,,1,,,0,,,,,
17306293,"Shift (Shift, #1-3; Silo, #2)",Hugh Howey,"Howey, Hugh",,,,3,4.12,Broad Reach Publishing,Kindle Edition,520,2013,2013,05/04/2014,05/04/2014,,,read,,,,1,,,0,,,,,
15788727,"The Kraken King  (Iron Seas, #4)",Meljean Brook,"Brook, Meljean",,,9781101626658,3,4.31,Berkley,ebook,576,2014,2014,09/01/2015,09/01/2015,,,read,,,,1,,,0,,,,,
20934149,"Tangled Extra Scenes (Tangled, #1.1)",Emma Chase,"Chase, Emma",,,,3,4.3,,,37,2013,2013,11/03/2015,11/03/2015,,,read,,,,1,,,0,,,,,
17977710,"Twisted (Tangled, #2)",Emma Chase,"Chase, Emma",,,,3,4.04,Gallery Books,Kindle Edition,272,2014,2014,11/03/2015,11/03/2015,,,read,,,,1,,,0,,,,,
28698036,"Secret History (Mistborn, #3.5)",Brandon Sanderson,"Sanderson, Brandon",,,,4,4.37,"Dragonsteel Entertainment, LLC",Kindle Edition,149,2016,2016,13/07/2016,13/07/2016,,,read,,,,1,,,0,,,,,
9409469,"The Gray Wolf Throne (Seven Realms, #3)",Cinda Williams Chima,"Chima, Cinda Williams",,,,4,4.39,Hyperion Book CH,Hardcover,517,2011,2011,18/05/2015,18/05/2015,,,read,,,,1,,,0,,,,,
18282724,"Holy Frigging Matrimony: A Tangled Series Short Story (Tangled, #1.5)",Emma Chase,"Chase, Emma",,,,3,4.12,,ebook,40,2013,2013,11/03/2015,11/03/2015,,,read,,,,1,,,0,,,,,
22381326,"Half a War (Shattered Sea, #3)",Joe Abercrombie,"Abercrombie, Joe",,,,5,4.02,Harper Voyager,Kindle Edition,352,2015,2015,24/08/2015,24/08/2015,,,read,,,,1,,,0,,,,,
30809786,"A Reaper at the Gates (An Ember in the Ashes, #3)",Sabaa Tahir,"Tahir, Sabaa",,0448494507,9780448494500,0,4.25,Razorbill,Hardcover,464,2018,2018,,29/09/2016,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
20876097,"Tied (Tangled, #4)",Emma Chase,"Chase, Emma",,,,3,4.25,Gallery Books ,Kindle Edition,256,2014,2014,11/03/2015,11/03/2015,,,read,,,,1,,,0,,,,,
17333180,"Magic Triumphs (Kate Daniels, #10)",Ilona Andrews,"Andrews, Ilona",,0425270718,9780425270714,0,4.54,Ace,Hardcover,352,2018,2018,,02/10/2016,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
61880,"Memory (Vorkosigan Saga, #10)",Lois McMaster Bujold,"Bujold, Lois McMaster",,2290052302,9782290052303,4,4.44,J'ai lu,Mass Market Paperback,509,2005,1996,19/11/2014,19/11/2014,,,read,,,,1,,,0,,,,,
18461986,"Deep (Stage Dive, #4)",Kylie Scott,"Scott, Kylie",,,,3,4.09,St. Martin's Griffin,Kindle Edition,271,2015,2015,08/03/2015,08/03/2015,,,read,,,,1,,,0,,,,,
12119496,"Steel's Edge (The Edge, #4)",Ilona Andrews,"Andrews, Ilona",,1937007820,9781937007829,3,4.16,Penguin Berkley Ace,Paperback,388,2012,2012,03/01/2015,03/01/2015,,,read,,,,1,,,0,,,,,
13543136,"Endgame (Sirantha Jax, #6)",Ann Aguirre,"Aguirre, Ann",,193700774X,9781937007744,3,4.03,Ace,Paperback,337,2012,2012,30/11/2014,30/11/2014,,,read,,,,1,,,0,,,,,
11544421,"Magic Rises (Kate Daniels, #6)",Ilona Andrews,"Andrews, Ilona",,1937007588,9781937007584,3,4.49,Berkley Publishing Group,Mass Market Paperback,327,2013,2013,03/01/2015,03/01/2015,,,read,,,,1,,,0,,,,,
12591698,"Caliban's War (The Expanse, #2)",James S.A. Corey,"Corey, James S.A.",,1841499900,9781841499901,4,4.29,Orbit (Hachette),Paperback,595,2012,2012,09/12/2014,09/12/2014,,,read,,,,1,,,0,,,,,
21620,"Forever Free (The Forever War, #3)",Joe Haldeman,"Haldeman, Joe",,1857989317,9781857989311,3,3.39,Millennium,Paperback,277,2000,1999,22/11/2014,22/11/2014,,,read,,,,1,,,0,,,,,
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,1841499889,9781841499888,4,4.21,Orbit,Paperback,561,2011,2011,09/12/2014,09/12/2014,,,read,,,,1,,,0,,,,,
8087906,"River Marked (Mercy Thompson, #6)",Patricia Briggs,"Briggs, Patricia",,1841497975,9781841497976,3,4.27,Orbit,Paperback,326,2011,2011,03/02/2015,03/02/2015,,,read,,,,1,,,0,,,,,
3128411,"Bone Crossed (Mercy Thompson, #4)",Patricia Briggs,"Briggs, Patricia",,1841496863,9781841496863,3,4.34,Orbit,Mass Market Paperback,300,2010,2009,03/02/2015,03/02/2015,,,read,,,,1,,,0,,,,,
17983690,"Lick (Stage Dive, #1)",Kylie Scott,"Scott, Kylie",,1743342373,9781743342374,3,4.14,Momentum,ebook,286,2013,2013,04/03/2015,04/03/2015,,,read,,,,1,,,0,,,,,
8647,"Shadow of the Giant (Ender's Shadow, #4)",Orson Scott Card,"Card, Orson Scott",,1841492051,9781841492056,4,3.99,,Hardcover,388,2005,2005,19/03/2014,19/03/2014,,,read,,,,1,,,0,,,,,
19090384,"Clean Sweep (Innkeeper Chronicles, #1)",Ilona Andrews,"Andrews, Ilona",,1625173431,9781625173430,4,4.19,Ilona Andrews,ebook,235,2013,2012,23/01/2015,23/01/2015,,,read,,,,1,,,0,,,,,
13578175,The Emperor's Soul,Brandon Sanderson,"Sanderson, Brandon",,1616960922,9781616960926,5,4.34,Tachyon Publications,Paperback,175,2012,2012,08/06/2015,08/06/2015,,,read,,,,1,,,0,,,,,
6470498,The God Engines,John Scalzi,"Scalzi, John",,1596062800,9781596062801,4,3.58,Subterranean Press,Hardcover,136,2009,2009,22/04/2014,22/04/2014,,,read,,,,1,,,0,,,,,
61664,"The Sagan Diary  (Old Man's War, #2.5)",John Scalzi,"Scalzi, John",,1596061030,9781596061033,3,3.29,Subterranean Press,Hardcover,100,,2007,29/03/2014,29/03/2014,,,read,,,,1,,,0,,,,,
20560137,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,"Tahir, Sabaa",,1595148035,9781595148032,4,4.32,Razorbill,Hardcover,446,2015,2015,25/01/2016,25/01/2016,,,read,,,,1,,,0,,,,,
346685,"Questions for a Soldier (Old Man's War, #1.5)",John Scalzi,"Scalzi, John",Bob Eggleton,1596060484,9781596060487,3,3.74,Subterranean Press,Paperback,30,2005,2005,29/03/2014,29/03/2014,,,read,,,,1,,,0,,,,,
17855756,"Dust (Silo, #3)",Hugh Howey,"Howey, Hugh",,1490904387,9781490904382,4,4.26,CreateSpace (Broad Reach Publishing),Paperback,458,2013,2013,05/04/2014,05/04/2014,,,read,,,,1,,,0,,,,,
16029994,"Sins & Needles (The Artists Trilogy, #1)",Karina Halle,"Halle, Karina",,1479359084,9781479359080,3,3.97,Metal Blonde Books,Paperback,438,2013,2013,15/03/2015,15/03/2015,,,read,,,,1,,,0,,,,,
23947089,"The Lost Metal (Mistborn, #7)",Brandon Sanderson,"Sanderson, Brandon",,1473215269,9781473215269,0,4.33,Gollancz,Hardcover,352,,,,06/10/2015,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
21805681,Unlocked: An Oral History of Haden's Syndrome,John Scalzi,"Scalzi, John",,1466871792,9781466871793,3,3.96,Tor Books,ebook,63,2014,2014,26/03/2015,26/03/2015,,,read,,,,1,,,0,,,,,
12998057,"Captain Vorpatril's Alliance (Vorkosigan Saga, #15)",Lois McMaster Bujold,"Bujold, Lois McMaster",,1451638450,9781451638455,5,4.2,Baen,Hardcover,422,2012,2012,22/11/2014,22/11/2014,,,read,,,,1,,,0,,,,,
7841670,"CryoBurn (Vorkosigan Saga, #14)",Lois McMaster Bujold,"Bujold, Lois McMaster",,1439133948,9781439133941,4,4.05,Baen,Hardcover,345,2010,2010,22/11/2014,22/11/2014,,,read,,,,1,,,0,,,,,
8069828,"The Crimson Crown (Seven Realms, #4)",Cinda Williams Chima,"Chima, Cinda Williams",,1423144333,9781423144335,4,4.48,Hyperion Book CH,Hardcover,598,2012,2012,18/05/2015,18/05/2015,,,read,,,,1,,,0,,,,,
3746202,Winterfair Gifts,Lois McMaster Bujold,"Bujold, Lois McMaster",Люис Макмастър Бюджолд,1433250195,9781433250194,3,4.11,Blackstone Audiobooks,MP3 CD,,2008,2002,22/11/2014,22/11/2014,,,read,,,,1,,,0,,,,,
7801229,"The Exiled Queen (Seven Realms, #2)",Cinda Williams Chima,"Chima, Cinda Williams",,1423118243,9781423118244,4,4.34,Hyperion Books,Hardcover,586,2010,2010,18/05/2015,18/05/2015,,,read,,,,1,,,0,,,,,
6342491,"The Demon King (Seven Realms, #1)",Cinda Williams Chima,"Chima, Cinda Williams",,1423118235,9781423118237,4,4.2,Hyperion Books,Hardcover,506,2009,2009,18/05/2015,18/05/2015,,,read,,,,1,,,0,,,,,
10025305,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,"Clare, Cassandra",,1416975888,9781416975885,3,4.46,"Simon & Schuster, Margaret K. McElderry ",Hardcover,502,2011,2011,22/01/2015,22/01/2015,,,read,,,,1,,,0,,,,,
6131164,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,"Clare, Cassandra",,141697590X,9781416975908,3,4.59,Simon & Schuster Margaret K. McElderry,Hardcover,570,2013,2013,22/01/2015,22/01/2015,,,read,,,,1,,,0,,,,,
7171637,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,"Clare, Cassandra",,1416975861,9781416975861,3,4.34,"Simon & Schuster, Margaret K. McElderry ",Hardcover,481,2010,2010,22/01/2015,22/01/2015,,,read,,,,1,,,0,,,,,
18667312,"Of Silk and Steam (London Steampunk, #5)",Bec McMaster,"McMaster, Bec",,1402291949,9781402291944,4,4.12,Sourcebooks Casablanca,Mass Market Paperback,442,2015,2015,13/01/2015,13/01/2015,,,read,,,,1,,,0,,,,,
14383,No Rest for the Wicked (Immortals After Dark #3),Kresley Cole,"Cole, Kresley",,1416509887,9781416509882,3,4.3,Pocket Star,Mass Market Paperback,356,2006,2006,25/01/2015,25/01/2015,,,read,,,,1,,,0,,,,,
17901769,"Forged by Desire (London Steampunk, #4)",Bec McMaster,"McMaster, Bec",,1402291914,9781402291913,3,4.07,Sourcebooks Casablanca,Mass Market Paperback,436,2014,2014,13/01/2015,13/01/2015,,,read,,,,1,,,0,,,,,
17310126,"My Lady Quicksilver (London Steampunk, #3)",Bec McMaster,"McMaster, Bec",,140227033X,9781402270338,4,4.11,Sourcebooks Casablanca,Mass Market Paperback,425,2013,2013,13/01/2015,13/01/2015,,,read,,,,1,,,0,,,,,
15927484,"Heart of Iron (London Steampunk, #2)",Bec McMaster,"McMaster, Bec",,1402270305,9781402270307,3,3.98,Sourcebooks Casablanca,Mass Market Paperback,437,2013,2013,11/01/2015,11/01/2015,,,read,,,,1,,,0,,,,,
19286623,"Lead (Stage Dive, #3)",Kylie Scott,"Scott, Kylie",,1250052386,9781250052384,3,4.32,St. Martin's Griffin,Paperback,305,2014,2014,08/03/2015,08/03/2015,,,read,,,,1,,,0,,,,,
13507512,"Kiss of Steel (London Steampunk, #1)",Bec McMaster,"McMaster, Bec",,1402270275,9781402270277,3,3.87,Sourcebooks Casablanca,Mass Market Paperback,423,2012,2012,11/01/2015,11/01/2015,,,read,,,,1,,,0,,,,,
25558608,"A Torch Against the Night (An Ember in the Ashes, #2)",Sabaa Tahir,"Tahir, Sabaa",,,9780008250447,4,4.34,Razorbill,Hardcover,452,2016,2016,25/01/2016,25/01/2016,,,read,,,,1,,,0,,,,,
18479451,"Thrive (Addicted, #2.5)",Krista Ritchie,"Ritchie, Krista",Becca Ritchie,0990622509,9780990622505,3,4.29,K.B. Ritchie,ebook,425,2014,2014,20/04/2016,20/04/2016,,,read,,,,1,,,0,,,,,
13409407,"Mina Wentworth and the Invisible City (Iron Seas, #1.5)",Meljean Brook,"Brook, Meljean",,1101564636,9781101564639,3,3.98,Berkley,ebook,104,2012,2012,09/01/2015,09/01/2015,,,read,,,,1,,,0,,,,,
20658510,"Kiss the Sky (Calloway Sisters, #1; Addicted, #2.1)",Krista Ritchie,"Ritchie, Krista",Becca Ritchie,0989339289,9780989339285,4,4.21,K.B. Ritchie,Paperback,442,2014,2014,02/04/2016,02/04/2016,,,read,,,,1,,,0,,,,,
18308266,"Hothouse Flower (Calloway Sisters, #2; Addicted, #2.2)",Krista Ritchie,"Ritchie, Krista",Becca Ritchie,0989339262,9780989339261,3,4.34,,ebook,479,2014,2014,20/04/2016,20/04/2016,,,read,,,,1,,,0,,,,,
12857,The Gambler,Fyodor Dostoyevsky,"Dostoyevsky, Fyodor","Constance Garnett, Gary Saul Morson",0812966937,9780812966930,4,3.88,Modern Library,Paperback,188,2003,1866,,19/03/2014,,,read,,,,1,,,0,,,,,
11381643,"Playing for Keeps (Neighbor from Hell, #1)",R.L. Mathewson,"Mathewson, R.L.",,0983212546,9780983212546,4,4.07,Rerum Publishing House,Paperback,220,2011,2011,09/03/2015,09/03/2015,,,read,,,,1,,,0,,,,,
9534,"Shadow of the Hegemon (The Shadow Series, #2)",Orson Scott Card,"Card, Orson Scott",,0812565959,9780812565959,3,3.93,Tor Books,Mass Market Paperback,451,2001,2000,19/03/2014,19/03/2014,,,read,,,,1,,,0,,,,,
7967,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,"Card, Orson Scott",,0812550757,9780812550757,5,4.05,Tor Books,Mass Market Paperback,382,1994,1986,19/03/2014,19/03/2014,,,read,,,,1,,,0,,,,,
77711,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,"Vinge, Vernor",,0812515285,9780812515282,5,4.13,Tor Science Fiction,Mass Market Paperback,613,1993,1992,29/08/2015,29/08/2015,,,read,,,,1,,,0,,,,,
375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,0812550706,9780812550702,5,4.3,Tor,Mass Market Paperback,324,1994,1985,19/03/2014,19/03/2014,,,read,,,,1,,,0,,,,,
22544764,Uprooted,Naomi Novik,"Novik, Naomi",,0804179034,9780804179034,5,4.11,Del Rey,Hardcover,435,2015,2015,21/11/2015,21/11/2015,,,read,,,,1,,,0,,,,,
18666047,"Half a King (Shattered Sea, #1)",Joe Abercrombie,"Abercrombie, Joe",,0804178321,9780804178327,4,3.98,Del Rey,Hardcover,336,2014,2014,24/08/2015,24/08/2015,,,read,,,,1,,,0,,,,,
22055283,"Half the World (Shattered Sea, #2)",Joe Abercrombie,"Abercrombie, Joe",,0804178429,9780804178426,5,4.2,Del Rey,Hardcover,366,2015,2015,24/08/2015,24/08/2015,,,read,,,,1,,,0,,,,,
60510,"Poison Study (Study, #1)",Maria V. Snyder,"Snyder, Maria V.",,0778324338,9780778324331,4,4.15,Mira,Paperback,409,2007,2005,31/08/2015,31/08/2015,,,read,,,,1,,,0,,,,,
20764879,"A Gathering of Shadows (Shades of Magic, #2)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,0765376474,9780765376473,4,4.32,Tor Books,Hardcover,512,2016,2016,20/10/2016,20/12/2015,,,read,,,,1,,,0,,,,,
16065004,"Shadows of Self (Mistborn, #5)",Brandon Sanderson,"Sanderson, Brandon",,0765378558,9780765378552,4,4.3,Tor Books,Hardcover,383,2015,2015,04/08/2015,04/08/2015,,,read,,,,1,,,0,,,,,
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,0765376458,9780765376459,4,4.08,Tor Books,Hardcover,400,2015,2015,20/12/2015,20/12/2015,,,read,,,,1,,,0,,,,,
21418013,"Lock In (Lock In, #1)",John Scalzi,"Scalzi, John",,0765375869,9780765375865,4,3.86,Tor Books,Hardcover,336,2014,2014,26/03/2015,26/03/2015,,,read,,,,1,,,0,,,,,
23168809,"The End of All Things (Old Man's War, #6)",John Scalzi,"Scalzi, John",,0765376075,9780765376077,4,3.95,Tor Books,Hardcover,380,2015,2015,26/03/2015,26/03/2015,,,read,,,,1,,,0,,,,,
239399,"The Ghost Brigades (Old Man's War, #2)",John Scalzi,"Scalzi, John",,0765354063,9780765354068,4,4.09,Tor Books,Paperback,347,2007,2006,25/03/2014,25/03/2014,,,read,,,,1,,,0,,,,,
55398,"House of Chains (The Malazan Book of the Fallen, #4)",Steven Erikson,"Erikson, Steven",,0765348810,9780765348814,5,4.32,Tor Fantasy,Mass Market Paperback,1021,2007,2004,05/03/2016,05/03/2016,,,read,,,,1,,,0,,,,,
68427,"Elantris (Elantris, #1)",Brandon Sanderson,"Sanderson, Brandon",,0765350378,9780765350374,4,4.17,Tor Fantasy,Mass Market Paperback,622,2006,2005,18/05/2015,18/05/2015,,,read,,,,1,,,0,,,,,
175983,"Memories of Ice (The Malazan Book of the Fallen, #3)",Steven Erikson,"Erikson, Steven",,0765348802,9780765348807,5,4.39,Tor Fantasy,Mass Market Paperback,920,2006,2001,15/02/2016,15/02/2016,,,read,,,,1,,,0,,,,,
55399,"Gardens of the Moon (The Malazan Book of the Fallen, #1)",Steven Erikson,"Erikson, Steven",,0765348780,9780765348784,4,3.86,Tor Books,Mass Market Paperback,666,2005,1999,27/12/2015,27/12/2015,,,read,,,,1,,,0,,,,,
51964,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,0765348276,9780765348272,5,4.23,Tor Books,Mass Market Paperback,351,2007,2005,25/03/2014,25/03/2014,,,read,,,,1,,,0,,,,,
234724,"Shadow Puppets (The Shadow Series, #3)",Orson Scott Card,"Card, Orson Scott",,0765340054,9780765340054,3,3.88,Tor Books,Paperback,375,2003,2002,19/03/2014,19/03/2014,,,read,,,,1,,,0,,,,,
9532,"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,"Card, Orson Scott",,0765342405,9780765342409,4,4.3,Starscape,Paperback,469,2002,1998,19/03/2014,19/03/2014,,,read,,,,1,,,0,,,,,
15698479,"The Human Division (Old Man's War, #5)",John Scalzi,"Scalzi, John",,0765333511,9780765333513,4,4.07,Tor Books,Hardcover,431,2013,2013,29/03/2014,29/03/2014,,,read,,,,1,,,0,,,,,
10803121,"The Alloy of Law (Mistborn, #4)",Brandon Sanderson,"Sanderson, Brandon",,0765330423,9780765330420,3,4.21,Tor Books,Hardcover,332,2011,2011,12/04/2015,12/04/2015,,,read,,,,1,,,0,,,,,
12040447,"Shadows in Flight (Ender's Shadow, #5)",Orson Scott Card,"Card, Orson Scott",,0765332000,9780765332004,3,3.77,Tor Books,Hardcover,237,2012,2011,29/03/2014,29/03/2014,,,read,,,,1,,,0,,,,,
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,0765326361,9780765326362,5,4.77,Tor Books,Hardcover,1087,2014,2014,24/04/2015,24/04/2015,,,read,,,,1,,,0,,,,,
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,0765326353,9780765326355,5,4.64,Tor Books,Hardcover,1007,2010,2010,24/04/2015,24/04/2015,,,read,,,,1,,,0,,,,,
2102600,"Zoe's Tale (Old Man's War, #4)",John Scalzi,"Scalzi, John",,0765316986,9780765316981,4,3.73,Tor Books,Hardcover,335,2008,2008,29/03/2014,29/03/2014,,,read,,,,1,,,0,,,,,
13055592,Redshirts,John Scalzi,"Scalzi, John",,0765316994,9780765316998,4,3.84,Tor Books,Hardcover,320,2012,2012,29/03/2014,29/03/2014,,,read,,,,1,,,0,,,,,
88071,The Last Colony (Old Man's War #3),John Scalzi,"Scalzi, John",,0765316978,9780765316974,5,4.04,Tor Books,Hardcover,320,2007,2007,25/03/2014,25/03/2014,,,read,,,,1,,,0,,,,,
2767793,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,"Sanderson, Brandon",,0765316897,9780765316899,5,4.46,Tor Books,Hardcover,572,2008,2008,09/04/2015,09/04/2015,,,read,,,,1,,,0,,,,,
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,076531178X,9780765311788,5,4.43,Tor Books,Hardcover,541,2006,2006,07/04/2015,07/04/2015,,,read,,,,1,,,0,,,,,
68429,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,"Sanderson, Brandon",,0765316889,9780765316882,4,4.35,Tor Books,Hardcover,590,2007,2007,09/04/2015,09/04/2015,,,read,,,,1,,,0,,,,,
938544,"Toll the Hounds (The Malazan Book of the Fallen, #8)",Steven Erikson,"Erikson, Steven",,0765310082,9780765310088,4,4.33,Tor Books,Hardcover,832,2008,2008,26/09/2016,26/09/2016,,,read,,,,1,,,0,,,,,
31360,"Children of the Mind (Ender's Saga, #4)",Orson Scott Card,"Card, Orson Scott",,0765304740,9780765304742,4,3.74,Tor Books,Paperback,370,2002,1996,19/03/2014,19/03/2014,,,read,,,,1,,,0,,,,,
55401,"Deadhouse Gates (The Malazan Book of the Fallen, #2)",Steven Erikson,"Erikson, Steven",,0765310023,9780765310026,5,4.25,Tor Books,Hardcover,604,2005,2000,25/01/2016,25/01/2016,,,read,,,,1,,,0,,,,,
18210706,"Broken Homes (Peter Grant, #4)",Ben Aaronovitch,"Aaronovitch, Ben",,0756409608,9780756409609,4,4.17,DAW,Mass Market Paperback,324,2014,2013,04/03/2015,04/03/2015,,,read,,,,1,,,0,,,,,
8852,Macbeth,William Shakespeare,"Shakespeare, William",,0743477103,9780743477109,4,3.88,Simon & Schuster,Mass Market Paperback,249,2003,1623,13/04/2015,13/04/2015,,,read,,,,1,,,0,,,,,
373606,Ain't She Sweet,Susan Elizabeth Phillips,"Phillips, Susan Elizabeth",,0749935081,9780749935085,4,4.06,Piatkus,Paperback,464,2006,2004,31/03/2015,31/03/2015,,,read,,,,1,,,0,,,,,
61903,"Shards of Honour  (Vorkosigan Saga, #1)",Lois McMaster Bujold,"Bujold, Lois McMaster",,0743468422,9780743468428,4,4.12,Earthlight,Paperback,253,2003,1986,19/11/2014,19/11/2014,,,read,,,,1,,,0,,,,,
61905,"Barrayar (Vorkosigan Saga, #7)",Lois McMaster Bujold,"Bujold, Lois McMaster",,0743468414,9780743468411,5,4.31,Gardners Books,Paperback,336,2003,1991,19/11/2014,19/11/2014,,,read,,,,1,,,0,,,,,
61901,"Diplomatic Immunity (Vorkosigan Saga, #13)",Lois McMaster Bujold,"Bujold, Lois McMaster",,0743468023,9780743468022,5,4.17,Earthlight,Paperback,367,2003,1999,19/11/2014,19/11/2014,,,read,,,,1,,,0,,,,,
61906,"The Warrior's Apprentice (Vorkosigan Saga, #2)",Lois McMaster Bujold,"Bujold, Lois McMaster",,0743468406,9780743468404,5,4.29,Earthlight ,Mass Market Paperback,372,2003,1986,19/11/2014,19/11/2014,,,read,,,,1,,,0,,,,,
76812,"Cetaganda (Vorkosigan Saga, #9)",Lois McMaster Bujold,"Bujold, Lois McMaster",,0671877445,9780671877446,4,4.17,Baen,Paperback,302,1996,1995,19/11/2014,19/11/2014,,,read,,,,1,,,0,,,,,
61909,"Mirror Dance (Vorkosigan Saga, #8)",Lois McMaster Bujold,"Bujold, Lois McMaster",,0671876465,9780671876463,5,4.32,Baen Books,Paperback,560,1995,1994,19/11/2014,19/11/2014,,,read,,,,1,,,0,,,,,
68483,"The Vor Game (Vorkosigan Saga, #6)",Lois McMaster Bujold,"Bujold, Lois McMaster",,0671720147,9780671720148,4,4.28,Baen Books,Paperback,346,2002,1990,19/11/2014,19/11/2014,,,read,,,,1,,,0,,,,,
296182,"Brothers in Arms (Vorkosigan Saga, #5)",Lois McMaster Bujold,"Bujold, Lois McMaster",,0671697994,9780671697990,4,4.2,Baen Books,Paperback,338,2001,1989,19/11/2014,19/11/2014,,,read,,,,1,,,0,,,,,
61899,"A Civil Campaign (Vorkosigan Saga, #12)",Lois McMaster Bujold,"Bujold, Lois McMaster",,0671578855,9780671578855,5,4.43,Baen,Paperback,544,2000,1999,19/11/2014,19/11/2014,,,read,,,,1,,,0,,,,,
61884,"Komarr (Vorkosigan Saga, #11)",Lois McMaster Bujold,"Bujold, Lois McMaster",,0671578081,9780671578084,4,4.29,Baen,Paperback,384,1999,1998,19/11/2014,19/11/2014,,,read,,,,1,,,0,,,,,
10165727,"Froi of the Exiles (Lumatere Chronicles, #2)",Melina Marchetta,"Marchetta, Melina",,0670076082,9780670076086,4,4.29,Viking Australia,Paperback,593,2011,2011,04/04/2015,04/04/2015,,,read,,,,1,,,0,,,,,
10165761,"Quintana of Charyn (Lumatere Chronicles, #3)",Melina Marchetta,"Marchetta, Melina",,0670076244,9780670076246,4,4.33,Viking Australia,Paperback,516,2012,2012,04/04/2015,04/04/2015,,,read,,,,1,,,0,,,,,
7992995,"Eona: The Last Dragoneye (Eon, #2)",Alison Goodman,"Goodman, Alison",,0670063118,9780670063116,3,4.12,VIKING by Penguin Group,Hardcover,637,2011,2011,15/04/2015,15/04/2015,,,read,,,,1,,,0,,,,,
4932435,"Finnikin of the Rock (Lumatere Chronicles, #1)",Melina Marchetta,"Marchetta, Melina",,0670072818,9780670072811,4,3.93,Viking Australia,Paperback,416,2008,2008,04/04/2015,04/04/2015,,,read,,,,1,,,0,,,,,
2986865,"Eon: Dragoneye Reborn (Eon, #1)",Alison Goodman,"Goodman, Alison",,0670062278,9780670062270,3,3.98,Viking Books for Young Readers,Hardcover,531,2008,2008,15/04/2015,15/04/2015,,,read,,,,1,,,0,,,,,
2113260,Shades of Grey,Jasper Fforde,"Fforde, Jasper",,0670019631,9780670019632,5,4.14,Penguin Group Viking Adult,Hardcover,400,2009,2009,18/01/2015,18/01/2015,,,read,,,,1,,,0,,,,,
6318426,"Front and Center (Dairy Queen, #3)",Catherine Gilbert Murdock,"Murdock, Catherine Gilbert",,0618959823,9780618959822,4,3.96,HMH Books for Young Readers,Hardcover,254,2009,2009,08/11/2015,08/11/2015,,,read,,,,1,,,0,,,,,
